대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
서울특별시 성북구 보문동1가 117번지,11290,13000,0,0117,0000,10091209,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,135.2,76.03,56.24,76.03,76.03,56.24,04000,제2종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 119번지,11290,13000,0,0119,0000,10091210,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 보문로 126 (보문동1가),,,,,0,112903005003,13007,0,126,,0,98.71,0,142.61,142.61,0,03000,제1종근린생활시설,"근린생활시설,주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 121번지,11290,13000,0,0121,0000,10091211,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,76.03,0,76.03,76.03,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 122-2번지,11290,13000,0,0122,0002,10091212,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 보문로 120-2 (보문동1가),,,,,0,112903005003,13007,0,120,2,0,142.88,0,189.89,189.89,0,03000,제1종근린생활시설,"주택,점포",0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 135번지,11290,13000,0,0135,0000,10091213,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,105.78,0,105.78,105.78,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 197번지,11290,13000,0,0197,0000,10091221,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,138.7,0,138.7,138.7,0,01000,단독주택,"주택,제1종근린생활시설",0,6,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 204번지,11290,13000,0,0204,0000,10091223,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,89.26,0,89.26,89.26,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동1가 228번지,11290,13000,0,0228,0000,1000000000000000761743,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 보문로26길 17 (보문동1가),보문리슈빌하우트,,,,1,112904121204,13003,0,17,0,15025.2,3639.2192,24.22,61632.2731,36992.9763,246.21,02000,공동주택,공동주택(아파트),465,0,8,20,24718.2953,520,0,0,0,0,520,18105.2324,0,0,20140317,20190919,20220330,,,,,,0,1+,110,86,2,66.05,,0,20221212
서울특별시 성북구 보문동2가 6번지,11290,13100,0,0006,0000,10091938,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,113.73,0,110.42,113.73,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 33번지,11290,13100,0,0033,0000,100911047,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,124.27,0,324.8,210.19,0,01000,단독주택,다가구용단독주택,0,8,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 38번지,11290,13100,0,0038,0000,10091666,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,115.7,0,115.7,115.7,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 39-2번지,11290,13100,0,0039,0002,10091100270071,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,0,0,128.93,128.93,0,04000,제2종근린생활시설,"제2종근린생활시설, 영업",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 40번지,11290,13100,0,0040,0000,100911048,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,161.48,0,161.48,161.48,0,01000,단독주택,주택,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 41번지,11290,13100,0,0041,0000,100911514,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,185.96,0,205.03,205.03,0,01000,단독주택,"주택, 제1종근린생활시설, 점포",0,5,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 56-8번지,11290,13100,0,0056,0008,100911046,2,집합,1,총괄표제부,0,구대장,서울특별시 성북구 보문로25길 20 (보문동2가),맥스빌,,,,1,112904121203,13101,0,20,,592.4,349.81,59.05,1747.21,1287.19,217.28,02000,공동주택,다세대주택,14,0,2,0,0,13,0,0,0,0,13,460.02,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 57번지,11290,13100,0,0057,0000,10091667,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 지봉로23길 29 (보문동2가),,,,,0,112904121693,13101,0,29,0,0,165.72,0,443.16,349.92,0,01000,단독주택,"주택, 다가구용단독주택(8가구)",0,10,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 64번지,11290,13100,0,0064,0000,100911049,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,99.18,0,99.18,99.18,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 79번지,11290,13100,0,0079,0000,100911515,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 보문로 121 (보문동2가),,,,,0,112903005003,13108,0,121,,1057.1,560.8,53.05,1833.8,1352.17,127.91,14000,업무시설,"업무시설(은행), 주택, 광, 영업",0,1,2,0,0,16,0,0,0,0,6,69,10,115,,,,,,,,,0,,0,0,,0,,0,20250911
서울특별시 성북구 보문동2가 91번지,11290,13100,0,0091,0000,10091668,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,148.77,0,148.77,148.77,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 178번지,11290,13100,0,0178,0000,10091671,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 지봉로24길 14-8 (보문동2가),,,,,0,112904121694,13102,0,14,8,0,102.55,0,193.89,144.72,0,01000,단독주택,"주택, 다가구용단독주택(4가구)",0,5,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동2가 211번지,11290,13100,0,0211,0000,100911045,2,집합,1,총괄표제부,0,구대장,,,,,,1,,,0,,,364.2,213.6,58.65,822.36,639.88,175.69,02000,공동주택,"다세대주택, 근린생활시설",7,0,2,0,0,5,0,0,0,0,3,140.72,2,23,,20010614,200204,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 ,11290,13200,0,0000,0000,1009197,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,62.81,0,62.81,62.81,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 2번지,11290,13200,0,0002,0000,10091823,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 지봉로21길 19 (보문동3가),보문아이파크아파트,,,,1,112904121692,13202,0,19,0,18605.9,3600.09,19.35,59555.79,43481.13,233.7,02000,공동주택,공동주택(아파트),431,0,8,7,14577.9,480,0,0,0,0,375,4312.5,105,1257.5,20000104,20010625,20030830,2000,3070087,도시개발과,2101,2101,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 51번지,11290,13200,0,0051,0000,1009198,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,154.31,0,240.79,154.31,0,04000,제2종근린생활시설,"제2종근린생활시설(법당),주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 168번지,11290,13200,0,0168,0000,10091170,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,2128.95,0,3825.59,2795.28,0,06000,종교시설,"사찰(법당),주택,제2종근린생활시설",0,12,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 218번지,11290,13200,0,0218,0000,10091182,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,171.82,0,171.82,171.82,0,01000,단독주택,"교육연구및복지시설,주택",0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 218-13번지,11290,13200,0,0218,0013,10091187,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,125.73,0,125.73,125.73,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 218-14번지,11290,13200,0,0218,0014,10091190,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,347.83,0,347.83,347.83,0,03000,제1종근린생활시설,제1종근린생활시설,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 보문동3가 230번지,11290,13200,0,0230,0000,10091100221352,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 낙산길 255 (보문동3가),이편한세상보문,,,,0,112904121011,13203,0,255,0,19169.9,4039.032,0,65648.04,42872.27,0,02000,공동주택,공동주택(아파트),361,0,7,5,22834.827,498,0,0,0,0,495,22757.157,3,0,20080627,20110701,20131224,2011,3070000,성북구,5810,5810,2,,0,0,,0,,0,20250730
서울특별시 성북구 보문동3가 산6번지,11290,13200,1,0006,0000,100911114,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,22987,409.83,1.78,659.14,544.96,2.37,06000,종교시설,"사찰, 사원법당, 포교소, 승려숙소, 신도대기실, 종교시설",0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20260401
서울특별시 성북구 정릉동 16-15번지,11290,13300,0,0016,0015,10091479,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로38나길 33 (정릉동),,,,,0,112904121628,13301,0,33,,0,92.69,0,152.59,152.59,0,04000,제2종근린생활시설,"근린생활시설(사무실, 공장), 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 16-30번지,11290,13300,0,0016,0030,100911438,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로38나길 21 (정릉동),,,,,0,112904121628,13301,0,21,0,0,132.66,0,345.51,304.29,0,01000,단독주택,"주택, 근린생활시설, 다가구용단독주택(2)",0,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 16-137번지,11290,13300,0,0016,0137,10091480,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로38길 17 (정릉동),,,,,0,112904121627,13301,0,17,,0,79.63,0,262.39,191.15,0,03000,제1종근린생활시설,"근린생활시설, 주택, 차고",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 16-314번지,11290,13300,0,0016,0314,10091481,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로32길 17 (정릉동),,,,,0,112904121623,13301,0,17,0,0,160.4,0,433.03,369.3,0,04000,제2종근린생활시설,"점포, 사무실, 근린생활시설, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 16-334번지,11290,13300,0,0016,0334,100911439,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로32길 20-3 (정릉동),,,,,0,112904121623,13301,0,20,3,0,83.93,0,192.29,138.11,0,01000,단독주택,"주택, 다가구용단독주택(4)",0,5,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 24-24번지,11290,13300,0,0024,0024,10091482,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로35가길 15 (정릉동),,,,,0,112904121115,13302,0,15,0,0,74.88,0,82.55,74.88,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 29번지,11290,13300,0,0029,0000,10091942,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,101.82,0,101.82,101.82,0,01000,단독주택,주택,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 106번지,11290,13300,0,0106,0000,100911440,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,76.03,0,82.64,82.64,0,04000,제2종근린생활시설,"영업, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 107-1번지,11290,13300,0,0107,0001,10091756,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 아리랑로 117-5 (정릉동),,,,,0,112903107009,13306,0,117,5,0,132.23,0,275.57,265.49,0,04000,제2종근린생활시설,"제2종근린생활시설, 점포, 주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 110-13번지,11290,13300,0,0110,0013,10091758,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 아리랑로 120-14 (정릉동),,,,,0,112903107009,13306,0,120,14,0,65.59,0,65.59,65.59,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 111번지,11290,13300,0,0111,0000,10091759,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,91.24,0,91.24,91.24,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 112번지,11290,13300,0,0112,0000,10091497,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,117.68,0,117.68,117.68,0,01000,단독주택,주택,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 115번지,11290,13300,0,0115,0000,10091760,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,70.75,0,70.75,70.75,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 130번지,11290,13300,0,0130,0000,100911442,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,58.51,0,58.51,58.51,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 139-4번지,11290,13300,0,0139,0004,10091762,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,918.58,0,1108.66,1108.66,0,03000,제1종근린생활시설,"영업소, 제1종근린생활시설(점포)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 142-5번지,11290,13300,0,0142,0005,10091499,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로26가길 14-3 (정릉동),,,,,0,112904121612,13301,0,14,3,0,73.32,0,73.32,73.32,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 150번지,11290,13300,0,0150,0000,10091943,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,167.94,0,167.94,167.94,0,01000,단독주택,주택,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 150-12번지,11290,13300,0,0150,0012,10091500,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,89.26,0,89.26,89.26,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 150-35번지,11290,13300,0,0150,0035,100911444,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로 268-10 (정릉동),,,,,0,112903107014,13302,0,268,10,0,195.8,0,349.71,334.57,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 160-1번지,11290,13300,0,0160,0001,10091944,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로 279 (정릉동),숭덕초등학교,,,,3,112903107014,13302,0,279,0,15961,4585.25,28.72,13126.52,12641.14,79.2,10000,교육연구시설,교육연구시설,0,0,8,0,0,0,0,0,0,0,0,0,40,0,,,20040514,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 161-5번지,11290,13300,0,0161,0005,10091100216164,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,371,145.03,39.09,145.03,145.03,39.09,04000,제2종근린생활시설,제2종근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20231123
서울특별시 성북구 정릉동 161-10번지,11290,13300,0,0161,0010,10091501,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,99.47,0,99.47,99.47,0,03000,제1종근린생활시설,근린생활시설,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 162번지,11290,13300,0,0162,0000,10091945,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,69.42,0,69.42,69.42,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 163번지,11290,13300,0,0163,0000,10091502,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,82.64,0,82.64,82.64,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 164-8번지,11290,13300,0,0164,0008,10091100234734,2,집합,1,총괄표제부,1,신대장,,,,,,0,,,0,,,660,384.63,58.28,1367.65,1135.39,172.77,02000,공동주택,다세대주택및제1종근린생활시설(한의원),17,0,2,0,0,15,0,0,0,0,12,143,3,30.2,20160718,20160802,20170124,2016,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 164-44번지,11290,13300,0,0164,0044,100911631,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 보국문로2길 15 (정릉동),,,,,0,112904121165,13301,0,15,0,152,58.5,38.49,58.5,58.5,38.49,01000,단독주택,주택,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 166번지,11290,13300,0,0166,0000,10091765,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로27가길 13 (정릉동),,,,,0,112904121614,13301,0,13,0,0,114.21,0,188.66,176.56,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 166-1번지,11290,13300,0,0166,0001,10091100227772,2,집합,1,총괄표제부,1,신대장,,반석빌리지,,,,0,,,0,,,564,322.96,57.26,1126.85,1126.85,199.8,02000,공동주택,도시형생활주택(단지형다세대),20,0,2,0,0,15,0,0,0,0,0,0,15,0,20150415,20150420,20151028,2015,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 166-25번지,11290,13300,0,0166,0025,10091100227754,2,집합,1,총괄표제부,1,신대장,,,,,,3,,,0,,,482,283.1,58.73,1328.95,949.4,196.97,02000,공동주택,도시형생활주택(단지형다세대),15,0,2,0,0,13,0,0,0,0,0,0,13,0,20150415,20150420,20151028,2015,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 170-27번지,11290,13300,0,0170,0027,10091100233393,2,집합,1,총괄표제부,1,신대장,,그레이스힐,,,,0,,,0,,,599.1,298.86,49.88,1294.24,1294.24,216.03,02000,공동주택,도시형생활주택[단지형 다세대주택],20,0,2,0,0,16,0,0,0,0,7,81.5,9,99.4,20151015,20151019,20161018,2015,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 171-14번지,11290,13300,0,0171,0014,10091946,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로27길 40 (정릉동),,,,,0,112904121615,13301,0,40,,0,132.72,0,451.71,358.32,0,03000,제1종근린생활시설,"주택, 제1종근린생활시설(공중목욕탕), 창고시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 172-11번지,11290,13300,0,0172,0011,10091505,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 서경로3길 9 (정릉동),,,,,0,112904121295,13301,0,9,0,0,82.74,0,82.74,82.74,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 183-10번지,11290,13300,0,0183,0010,10091766,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로31나길 33-12 (정릉동),,,,,0,112904121621,13301,0,33,12,0,103.05,0,103.05,103.05,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 183-17번지,11290,13300,0,0183,0017,100911446,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로31나길 33-17 (정릉동),,,,,0,112904121621,13301,0,33,17,0,63.74,0,63.74,63.74,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 185-54번지,11290,13300,0,0185,0054,10091506,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,71.6,0,71.6,71.6,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 192-82번지,11290,13300,0,0192,0082,100911447,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 서경로 41-39 (정릉동),,,,,0,112903107006,13302,0,41,39,0,324.78,0,809.56,584.84,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 206-168번지,11290,13300,0,0206,0168,10091100256330,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 보국문로8나길 34 (정릉동),"정릉캐슬(101,102동)",,,,0,112904121183,13301,0,34,,826,428.46,51.87,1940.04,1490.24,180.41,02000,공동주택,도시형생활주택(단지형다세대),24,0,2,0,0,22,0,0,0,0,18,484.3,4,46,20190322,20190605,20200214,2019,3070211,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 210번지,11290,13300,0,0210,0000,10091818,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 서경로 31 (정릉동),푸른마을 동아 아파트,,,,4,112903107006,13302,0,31,0,21310.4,4132.39,19.39,76750.55,54635.4,256.38,02000,공동주택,"공동주택,아파트",529,0,8,7,538.21,544,0,0,0,0,415,18093.48,129,0,19960212,19990616,20031004,1996,3070086,주택과,2101,2101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 226-43번지,11290,13300,0,0226,0043,100911063,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로27길 151 (정릉동),,,,,0,112904121615,13301,0,151,0,0,131.58,0,297.42,211.41,0,01000,단독주택,"다가구용단독주택(4가구), 주택",0,5,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 226-44번지,11290,13300,0,0226,0044,10091100187814,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 보국문로8다길 54-1 (정릉동),골든빌,,,,2,112904121184,13301,0,54,1,529,307.88,58.2,1057.4,1057.4,199.89,02000,공동주택,다세대주택,16,0,2,0,0,16,0,0,0,0,0,0,16,189,20080430,20080508,20081229,2008,3070123,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 227-100번지,11290,13300,0,0227,0100,100911448,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,123.75,0,247.5,223.74,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 227-157번지,11290,13300,0,0227,0157,10091100208914,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,1022,582.66,57.01,1820.88,1617.92,158.31,06000,종교시설,,0,0,2,0,0,7,0,0,0,0,3,34.5,4,46,20110411,20110513,20111130,2011,3070180,건축과,1102,1102,0,,0,0,,0,,0,20220813
서울특별시 성북구 정릉동 239번지,11290,13300,0,0239,0000,100911704,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 솔샘로 116 (정릉동),정릉풍림아이원,,,,2,112903005042,13301,0,116,0,76954.1,17332,22.52,280942.28,197760.42,256.98,02000,공동주택,"공동주택(아파트),근린생활시설,유치원",1971,0,31,37,79234.45,2366,0,0,0,0,0,0,0,0,19960326,19990326,20051228,1996,3070087,도시개발과,2101,2101,0,,0,0,,0,,0,20260316
